Inter-sample gap (us): 50
Inter-average gap (us): 500
Samples averaged: 20
Format: micros(), A0, A1 
47978679,6512,6570
47981268,6198,6520
47983858,6380,6366
47986448,6434,6436
47989040,6254,6658
47991631,6344,6406
47994223,6192,6544
47996812,6444,6368
47999403,6246,6358
48001991,6346,6436
48004583,6354,6492
48007173,6516,6394
48009764,6372,6492
48012356,6370,6618
48014975,6262,6364
48017568,6328,6560
48020158,6346,6448
48022749,6440,6664
48025340,6266,6318
48027932,6488,6504
48030521,6200,6436
48033109,6294,6398
48035701,6422,6466
48038293,6222,6702
48040882,6374,6456
48043474,6438,6662
48046065,6310,6438
48048655,6512,6520
48051246,6258,6514
48053837,6370,6410
48056429,6370,6450
48059014,6352,6462
48061605,6502,6524
48064199,6444,6514
48066789,6284,6424
48069383,6276,6566
48071975,6510,6356
48074566,6362,6618
48077161,6298,6478
48079751,6446,6564
48131549,6564,7120
48134142,6210,6420
48136731,6388,6376
48139326,6264,6544
48141912,6340,6620
48144507,6224,6620
48147103,6344,6278
48149694,6426,6486
48152282,6222,6538
48154873,6362,6580
48157467,6286,6486
48160055,6376,6456
48162644,6394,6300
48165233,6342,6430
48167823,6214,6442
48170413,6528,6458
48173004,6216,6336
48175595,6350,6486
48178183,6320,6396
48180776,6382,6334
48183364,6394,6384
48185957,6328,6442
48188548,6344,6358
48191138,6232,6542
48193729,6230,6438
48196352,6302,6360
48198940,6298,6424
48201527,6188,6464
48204118,6292,6518
48206711,6410,6550
48209299,6422,6422
48211889,6376,6412
48214482,6264,6382
48217072,6204,6348
48219664,6256,6508
48222252,6458,6468
48224841,6186,6458
48227435,6198,6440
48230025,6280,6292
48232614,6464,6280
48235205,6368,6406
48237794,6260,6530
48240386,6418,6392
48242977,6292,6394
48245567,6314,6520
48248159,6338,6372
48250750,6318,6514
48253344,6134,6438
48255935,6314,6518
48258524,6340,6416
48261112,6248,6532
48263735,6348,6694
48266325,6274,6570
48268915,6376,6308
48271502,6470,6456
48274093,6282,6432
48276684,6284,6474
48279272,6380,6304
48281861,6222,6416
48284448,6348,6474
48287043,6386,6536
48289633,6496,6382
48292224,6270,6312
48294813,6570,6322
48297401,6294,6414
48299993,6440,6406
48302583,6256,6342
48305172,6216,6518
48307765,6296,6626
48310357,6434,6526
48312945,6454,6444
48315536,6272,6556
48318128,6354,6654
48320719,6354,6296
48323312,6382,6446
48325898,6684,6402
48328489,6382,6672
48331107,6314,6392
48333699,6360,6460
48336291,6242,6492
48338884,6418,6288
48341475,6460,6388
48344066,6372,6588
48346656,6228,6370
48349249,6294,6562
48351839,6440,6510
48354429,6248,6504
48357019,6294,6470
48359613,6278,6658
48362205,6450,6576
48364796,6306,6428
48367386,6374,6572
48369975,6342,6444
48372565,6412,6516
48375156,6272,6634
48377747,6328,6330
48380334,6372,6464
48382926,6308,6488
48385521,6506,6446
48388108,6394,6490
48390701,6416,6434
48393289,6352,6488
48395913,6280,6492
48398503,6486,6460
48401094,6392,6572
48403686,6382,6478
48406275,6446,6524
48408869,6296,6486
48411458,6286,6898
48414047,6346,6530
48416640,6368,6424
48419231,6428,6382
48421819,6352,6368
48424413,6390,6518
48427004,6196,6378
48429595,6284,6354
48432183,6280,6370
48434774,6282,6496
48437365,6278,6422
48439955,6302,6398
48442549,6274,6630
48445140,6532,6584
48447734,6424,6542
48450327,6352,6484
48452919,6200,6424
48455512,6202,6506
48458106,6406,6502
48460700,6226,6592
48463319,6454,6450
48465905,6346,6326
48468492,6300,6440
48471082,6218,6576
48473675,6234,6796
48476266,6360,6728
48478857,6522,6480
48481448,6162,6478
48484037,6364,6290
48486626,6366,6462
48489217,6286,6558
48491807,6304,6546
48494396,6278,6430
48496986,6302,6358
48499579,6266,6556
48502170,6196,6506
48504759,6396,6608
48507350,6240,6506
48509940,6236,6400
48512531,6266,6454
48515123,6176,6570
48517714,6288,6822
48520303,6222,6678
48522897,6340,6402
48525488,6304,6302
48528112,6364,6566
48530703,6310,6428
48533292,6356,6464
48535880,6304,6582
48538470,6448,6416
48541063,6180,6526
48543654,6358,6530
48546247,6306,6438
48548840,6182,6550
48551431,6506,6484
48554026,6444,6458
48556618,6194,6370
48559210,6212,6468
48561804,6296,6518
48564398,6210,6358
48566989,6546,6378
48569581,6320,6634
48572172,6334,6468
48574766,6366,6436
48577358,6392,6422
48579949,6194,6386
48582540,6270,6360
48585132,6482,6506
48587725,6432,6506
48590316,6354,6422
48592907,6182,6464
48595523,6380,6456
48598115,6194,6486
48600704,6338,6444
48603296,6490,6408
48605885,6228,6486
48608475,6368,6404
48611065,6318,6360
48613657,6348,6444
48616247,6426,6278
48618835,6214,6426
48621429,6366,6426
48624018,6280,6438
48626608,6306,6582
48629201,6184,6522
48631792,6268,6380
48634383,6322,6492
48636974,6244,6582
48639566,6358,6390
48642158,6354,6392
48644746,6308,6380
48647336,6286,6482
48649928,6158,6350
48652520,6424,6426
48655109,6212,6434
48657699,6288,6450
48660290,6452,6544
48712015,6762,7046
48714603,6362,6394
48717193,6220,6432
48719781,6442,6392
48722371,6192,6364
48724959,6284,6398
48727550,6320,6514
48730140,6174,6534
48732733,6272,6428
48735326,6240,6424
48737915,6186,6434
48740503,6234,6384
48743094,6306,6312
48745682,6386,6524
48748270,6270,6582
48750861,6206,6356
48753448,6280,6444
48756039,6198,6410
48758631,6334,6408
48761225,6260,6472
48763815,6332,6572
48766409,6200,6686
48768998,6362,6328
48771593,6252,6370
48774182,6224,6492
48776799,6390,6340
48779390,6226,6652
48781981,6184,6364
48784571,6354,6428
48787165,6372,6602
48789756,6354,6436
48792343,6496,6308
48794932,6220,6320
48797526,6360,6290
48800110,6304,6428
48802704,6206,6326
48805293,6286,6464
48807886,6368,6450
48810476,6234,6638
48813063,6282,6504
48815656,6164,6484
48818247,6170,6512
48820840,6270,6482
48823426,6420,6554
48826016,6270,6522
48828608,6456,6366
48831197,6338,6436
48833785,6362,6438
48836374,6312,6380
48838961,6392,6382
48841552,6214,6376
48844173,6316,6328
48846758,6354,6572
48849352,6384,6504
48851940,6372,6588
48854530,6296,6454
48857124,6458,6620
48859718,6218,6394
48862308,6344,6384
48864898,6170,6362
48867488,6350,6630
48870079,6228,6410
48872672,6216,6466
48875261,6238,6428
48877855,6308,6528
48880446,6310,6422
48883036,6392,6460
48885628,6284,6450
48888218,6300,6516
48890808,6436,6330
48893399,6264,6438
48895991,6442,6556
48898581,6284,6454
48901174,6402,6492
48903764,6406,6576
48906356,6216,6460
48908976,6268,6308
48911569,6364,6430
48914160,6382,6410
48916749,6566,6394
48919336,6240,6494
48921926,6448,6504
48924517,6526,6506
48927108,6492,6606
48929700,6170,6472
48932289,6190,6326
48934880,6282,6346
48937470,6260,6424
48940060,6368,6478
48942649,6254,6512
48945243,6412,6590
48947833,6302,6354
48950423,6412,6428
48953011,6300,6310
48955603,6374,6530
48958190,6248,6464
48960780,6296,6456
48963367,6340,6446
48965959,6230,6562
48968550,6280,6424
48971143,6258,6366
48973735,6216,6292
48976361,6244,6756
48978952,6298,6596
48981539,6246,6338
48984133,6304,6520
48986723,6538,6516
48989316,6374,6556
48991904,6274,6388
48994493,6386,6462
48997085,6496,6410
48999673,6204,6380
49002263,6214,6502
49004856,6364,6440
49007447,6370,6370
49010040,6280,6510
49012631,6204,6436
49015220,6216,6486
49017811,6328,6514
49020404,6348,6504
49022995,6780,6686
49025587,6296,6464
49028175,6490,6528
