Inter-sample gap (us): 50
Inter-average gap (us): 500
Samples averaged: 20
Format: micros(), A0, A1 
79871344,34102,34411
79873924,33275,34269
79876502,33175,34541
79882899,33901,33476
79885480,32983,34136
79888059,33641,34215
79890637,32925,34283
79893214,32819,34579
79895791,33670,33816
79898370,33379,34476
79900946,33051,34122
79903526,33856,34026
79906102,33670,33658
79908679,33613,34006
79911258,33491,34200
79913834,32328,34064
79916411,33154,34155
79918988,33355,33837
79921569,33691,34445
79924146,33313,34028
79926726,33789,33075
79929304,32919,33457
79931882,33733,33525
79934460,33865,33707
79937039,32914,33016
79939616,33193,34235
79946010,32411,34121
79948589,33453,34144
79951167,33655,34157
79953746,32921,34278
79956323,33157,33549
79958900,33500,33603
79961480,33509,34247
79964059,32683,32428
79966637,31744,33839
79969215,32846,34093
79971791,32685,34123
79974370,33591,34591
79976949,33631,34239
79979529,33906,31991
79982106,33171,34513
79984685,33778,33137
79987261,32449,34187
79989838,32609,33968
79992415,33020,34087
79994992,33502,32518
79997572,33026,33264
80000150,33612,34111
80002728,33999,33837
80005305,33242,33708
80011722,33729,33292
80014299,33711,34214
80016875,32926,33276
80019454,33363,34258
80022031,33798,33932
80024607,33757,34629
80027185,32791,33880
80029764,32552,33776
80032342,33976,34241
80034919,33420,34311
80037498,32906,33926
80040076,33866,33503
80042654,33381,33625
80045231,33595,33088
80047808,33647,34447
80050385,33751,34074
80052964,33878,33709
80055541,33472,34155
80058118,33244,33893
80060694,33830,33113
80063273,32520,33805
80065851,32475,34238
80068428,33760,33713
80074901,33039,34197
80077480,33133,34198
80080059,32915,34480
80082637,32842,34001
80085214,33086,34130
80087791,32451,34460
80090369,33230,33698
80092946,33598,34502
80095526,33600,33996
80098103,33646,33499
80100679,33195,33708
80103257,33678,33621
80105834,33609,33496
80108409,33579,34562
80110988,34023,33603
80113569,33622,34588
80116146,33765,33831
80118723,33400,34038
80121301,32734,34265
80123878,33237,33812
80126455,33606,33439
80129033,33443,34261
80131609,33603,34020
80137889,32614,33578
80140468,32986,34502
80143047,33391,33323
80145624,32595,34230
80148201,33144,33927
80150777,33049,34441
80153357,33567,33844
80155934,32927,34020
80158513,33309,33271
80161089,32285,33170
80163669,33553,33873
80166245,33683,34221
80168825,33208,33984
80171402,32644,34378
80173981,33002,33444
80176561,33856,33219
80179138,33547,33494
80181715,33539,34314
80184294,32875,33938
80186873,34107,33756
80189452,33056,34437
80192029,33816,33913
80194606,33738,34255
80200868,32911,34025
80203445,33196,33671
80206022,33767,34236
80208598,33051,34065
80211177,33584,33941
80213754,33314,34545
80216333,33418,33866
80218910,33543,34077
80221491,33251,33957
80224069,33242,33776
80226648,33225,33350
80229225,33732,33445
80231802,33021,33797
80234382,33307,34334
80236961,32776,34579
80239539,33967,33084
80242116,33765,33893
80244693,33836,34047
80247272,33315,33870
80249851,33844,34515
80252428,31998,34628
80255005,33018,34406
80257581,33836,33862
80260160,33346,34317
80266572,32263,33392
80269148,32886,34566
80271727,32571,34535
80274303,33457,33249
80276881,32898,33605
80279458,33741,34264
80282035,33420,34520
80284612,33170,33747
80287188,33280,33668
80289767,33254,33750
80292343,34002,34497
80294923,32823,32963
80297501,33756,32638
80300080,33391,34241
80302656,33655,34381
80305235,33178,33687
80307812,33408,34667
80310391,33780,34298
80312972,32450,34003
80315552,33225,33080
80318129,32940,33601
80320706,33051,33453
80323284,33899,33444
80329696,33702,33475
80332276,32899,34102
80334852,33625,33516
80337429,33607,34324
80340006,32550,33772
80342583,32846,34258
80345160,33446,34258
80347737,33945,34279
80350314,33979,33868
80352891,33604,33911
80355470,32995,33314
80358048,33050,33987
80360625,32670,34183
80363202,33635,33469
80365778,33695,33124
80368357,33568,34567
80370932,32459,33389
80373511,32861,33376
80376087,33180,34404
80378665,33337,33241
80381244,33589,33081
80383821,33701,34349
80386398,33652,32902
80392799,33600,34130
80395378,33294,33642
80397955,33864,33955
80400533,33215,34000
80403110,32908,34268
80405689,33296,34083
80408266,33668,34234
80410845,33678,34131
80413421,33681,34138
80415998,33241,33662
80418579,33479,34190
80421156,33198,34303
80423734,34064,34199
80426311,33317,33814
80428889,33602,33622
80431468,33801,34089
80434044,33213,34211
80436620,33917,33808
80439200,33047,33772
80441776,33564,34059
80444355,33656,33891
80446932,33636,34643
80449511,33256,33765
80452088,33918,33712
80458548,32981,34211
80461125,33106,34047
80463702,33293,33516
80466280,33181,34228
80468856,33591,33128
80471433,33519,34592
80474010,33983,33944
80476589,33318,33056
80479165,32800,33863
80481745,33556,33783
80484322,33572,33747
80486899,33636,33459
80489480,33339,34632
80492058,32958,33315
80494635,33033,34184
80497212,32817,33950
80499791,32257,33257
80502370,33842,34314
80504946,33415,34269
80507526,33595,34044
80510103,32890,34227
80512680,33172,32880
80515258,33338,34283
80521732,33122,33939
80524308,33090,33979
80526887,33590,34659
80529465,32932,34354
80532042,33275,33371
80534619,34006,34054
80537198,33014,33879
80539775,33613,33687
80542354,32639,34486
80544933,33224,33822
80547512,33421,34198
80550087,32979,34260
80552666,32626,33570
80555244,33469,33865
80557821,32423,33940
80560398,32500,34678
80562975,33699,33985
80565554,33102,34059
80568131,32904,33870
80570707,33396,32680
80573284,33251,33029
80575863,33138,34123
80578441,32937,33686
80584917,31757,33423
80587496,33607,33350
80590075,33581,32401
80592652,33481,33476
80595227,32879,33077
80597804,33684,34602
80600382,33275,33617
80602960,33897,34378
80605539,32933,33805
80608116,32355,33008
80610693,33312,34153
80613272,32583,33867
80615850,33653,34027
80618426,33275,33912
80621004,33294,33956
80623581,33598,34385
80626160,33612,33294
80628737,34039,33705
80631314,33210,33664
80633891,33231,34221
80636469,33275,34107
80639048,33210,34259
80641625,34003,33715
80647905,33786,34351
80650483,33757,34241
80653062,33232,34015
80655639,33088,34507
80658216,33020,33186
80660793,33382,33633
80663371,32122,34134
80665950,33927,33854
80668530,33853,33535
80671107,32541,33895
80673685,32547,34150
80676262,33915,34151
80678838,33752,34225
80681416,32975,34138
80683993,33170,33836
80686574,33610,33904
80689153,33536,34229
80691730,33181,33666
80694307,32136,33928
80696885,33793,33517
80699463,32645,34478
80702040,33277,34246
80704617,32627,33523
80707195,33079,33750
80713503,33581,32705
80716081,33215,34154
80718659,33670,34275
80721237,33596,34067
80723814,32931,32663
80726392,32893,33133
80728972,33748,33177
80731552,32974,34400
80734129,33530,33159
80736706,33250,34181
80739283,33655,34156
80741862,33609,34598
80744441,33827,33816
80747018,33083,33744
80749594,33895,33425
80752173,32995,34055
80754750,33166,33737
80757327,32479,33843
80759904,32903,34202
80762483,33388,34186
80765062,33216,33745
80767639,33744,33966
80770216,32951,33960
80776687,33548,33428
80779263,33799,33664
80781842,32874,33690
80784419,32709,32719
80786996,33969,33750
80789579,33165,33198
80792156,32946,34547
80794733,33147,33749
80797311,33687,34041
80799890,33964,33501
80802468,33643,33928
80805045,32910,34308
80807622,32352,34176
80810201,33788,34465
80812778,33939,33833
80815357,33333,33152
80817934,32878,33538
80820513,33493,33587
80823090,33643,33597
80825669,34095,33371
80828245,33195,33982
80830824,32776,33387
80833401,33773,33264
80839876,33866,33582
80842454,33873,33530
80845031,32863,33225
80847607,33412,33905
80850185,33476,34055
80852764,33506,33443
80855340,33217,34308
80857917,33505,34252
80860496,33186,34627
80863075,32089,34122
80865652,33637,34233
80868227,32349,33800
80870804,32204,34267
80873382,32891,34314
80875961,33330,33819
80878539,33189,33687
80881116,32751,33645
80883693,33116,33205
80886271,33091,32424
80888848,32464,33556
80891425,32719,33882
80894004,33512,33783
80896581,33756,34197
80902982,33707,33407
80905561,32643,33477
80908138,33507,33859
80910715,33110,33452
80913294,33624,34075
80915873,34040,33951
80918452,33568,33425
80921029,33579,33638
80923606,33007,33776
80926185,33458,33978
80928764,33047,33342
80931342,32908,33306
80933919,32568,34551
80936498,33819,34823
80939077,33428,34390
80941654,33162,34152
80944231,33594,34730
80946808,32610,33914
80949386,33294,33860
80951964,33608,33025
80954543,33676,34165
80957120,33249,33684
80959697,33921,33802
80962276,33189,32881
80968687,32194,33871
80971263,32452,34180
80973841,33495,34710
80976419,33313,33416
80978995,33981,34135
80981576,33594,33283
80984155,33016,33378
80986732,33765,34254
80989309,33011,34566
80991888,33028,34132
80994466,33467,34517
80997044,33234,34448
80999621,33129,33581
81002200,33637,32834
81004776,33226,33916
81007355,32977,33618
81009933,33850,33912
81012511,33549,33532
81015088,33667,34186
81017667,33486,33904
81020245,33193,34058
81022825,32668,34024
81025402,34015,33858
81031819,33945,34423
81034398,33931,34139
81036975,33513,33689
81039553,34018,33373
81042131,33614,34077
81044707,33235,32925
81047284,33085,34194
81049863,33427,33814
81052441,34000,33815
81055018,33399,34149
81057594,32871,34091
81060173,32914,34179
81062750,33656,34056
